City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description,Rain inches (last 3 hours),Snow inches (last 3 hours)
247,Port Blair,11.67,92.75,84.47,76,46,9.1,IN,2020-04-20 04:17:12,light rain,0.68,0
248,Tagusao,9.19,117.81,86.29,69,78,9.15,PH,2020-04-20 04:22:41,light rain,0.61,0
249,Butaritari,3.07,172.79,83.77,70,26,7.83,KI,2020-04-20 04:16:29,light rain,1.01,0
250,Vrangel,42.73,133.08,40.6,91,100,14.97,RU,2020-04-20 04:22:41,light rain,2.03,0
251,Irituia,-1.77,-47.44,74.17,95,61,2.68,BR,2020-04-20 04:22:41,light rain,1.01,0
252,Honiara,-9.43,159.95,89.6,70,40,6.93,SB,2020-04-20 04:22:42,light thunderstorm,0,0
253,Cherskiy,68.75,161.3,12.81,94,100,8.32,RU,2020-04-20 04:16:03,light snow,0,0.13
254,San Clemente,33.43,-117.61,60.01,81,100,1.01,US,2020-04-20 04:22:42,overcast clouds,0,0
255,Shimoda,34.67,138.95,54.0,93,75,13.87,JP,2020-04-20 04:15:57,light intensity shower rain,0,0
256,Yar-Sale,66.83,70.83,34.11,98,100,7.43,RU,2020-04-20 04:16:29,overcast clouds,0,0
257,Peniche,39.36,-9.38,57.0,79,100,5.01,PT,2020-04-20 04:22:43,light rain,0.13,0
258,Lata,40.16,-8.33,51.01,91,100,1.92,PT,2020-04-20 04:16:11,overcast clouds,0,0
259,Nsanje,-16.92,35.26,66.96,92,47,2.24,MW,2020-04-20 04:22:43,scattered clouds,0,0
260,Kokkola,63.84,23.13,39.99,80,99,2.24,FI,2020-04-20 04:22:43,overcast clouds,0,0
261,Kaitangata,-46.28,169.85,60.01,43,79,10.0,NZ,2020-04-20 04:16:46,broken clouds,0,0
262,Rio Cuarto,-33.13,-64.35,62.6,77,0,5.82,AR,2020-04-20 04:19:44,clear sky,0,0
263,Camacari,-12.7,-38.32,75.2,94,75,9.17,BR,2020-04-20 04:20:44,moderate rain,0,0
264,Vao,-22.67,167.48,73.98,91,100,14.85,NC,2020-04-20 04:16:53,heavy intensity rain,13.27,0
265,Goderich,43.75,-81.72,35.01,68,0,11.41,CA,2020-04-20 04:16:11,clear sky,0,0
266,Carnarvon,-24.87,113.63,78.8,61,53,18.34,AU,2020-04-20 04:16:10,broken clouds,0,0
267,Fort Saint James,54.43,-124.25,51.28,65,0,1.41,CA,2020-04-20 04:22:45,clear sky,0,0
268,Comodoro Rivadavia,-45.87,-67.5,51.8,53,0,19.46,AR,2020-04-20 04:14:13,clear sky,0,0
269,Kamina,-8.74,24.99,62.6,70,100,4.18,CD,2020-04-20 04:22:46,overcast clouds,0,0
270,Vila Velha,-20.33,-40.29,73.0,88,20,3.36,BR,2020-04-20 04:17:06,few clouds,0,0
271,Rundu,-17.93,19.77,60.8,87,38,3.36,NA,2020-04-20 04:22:46,scattered clouds,0,0
272,Merritt Island,28.54,-80.67,78.01,83,1,4.7,US,2020-04-20 04:22:46,clear sky,0,0
273,Ancud,-41.87,-73.82,42.8,100,65,3.36,CL,2020-04-20 04:17:36,light rain,0.25,0
274,Suntar,62.14,117.63,27.66,89,100,5.68,RU,2020-04-20 04:22:47,overcast clouds,0,0
275,Nukus,42.45,59.61,75.2,17,97,4.7,UZ,2020-04-20 04:22:47,overcast clouds,0,0
276,Luderitz,-26.65,15.16,59.0,87,8,3.36,NA,2020-04-20 04:16:06,clear sky,0,0
277,Grenfell,-33.9,148.17,58.87,50,99,14.14,AU,2020-04-20 04:22:47,overcast clouds,0,0
278,Sioux Lookout,50.1,-91.92,35.6,55,90,14.99,CA,2020-04-20 04:22:47,light snow,0,0
279,Evensk,61.95,159.23,17.35,91,100,7.65,RU,2020-04-20 04:16:22,light snow,0,0.14
280,Seoul,37.57,126.98,55.4,76,90,4.7,KR,2020-04-20 04:21:14,light rain,0,0
281,La Ronge,55.1,-105.28,33.8,50,75,11.41,CA,2020-04-20 04:22:48,broken clouds,0,0
282,Villarrica,-25.75,-56.43,64.33,70,0,2.93,PY,2020-04-20 04:22:48,clear sky,0,0
283,Rorvik,64.86,11.24,41.83,86,99,6.24,NO,2020-04-20 04:22:49,overcast clouds,0,0
284,Husavik,66.04,-17.34,44.6,70,3,21.92,IS,2020-04-20 04:17:54,clear sky,0,0
285,Saint-Joseph,-21.37,55.62,78.01,73,40,16.11,RE,2020-04-20 04:22:49,scattered clouds,0,0
286,Kjollefjord,70.95,27.35,39.2,78,40,20.8,NO,2020-04-20 04:22:49,scattered clouds,0,0
287,Lac Du Bonnet,50.25,-96.06,37.99,76,92,11.92,CA,2020-04-20 04:22:50,light rain,0.3,0
288,San Joaquin,10.26,-67.79,75.06,69,20,2.04,VE,2020-04-20 04:22:50,few clouds,0,0
289,Eastlake,41.65,-81.45,41.0,56,40,11.41,US,2020-04-20 04:22:50,scattered clouds,0,0
290,Lompoc,34.64,-120.46,53.6,76,1,3.36,US,2020-04-20 04:16:23,clear sky,0,0
291,Meulaboh,4.14,96.13,86.14,68,3,2.1,ID,2020-04-20 04:17:16,clear sky,0,0
292,Sumbe,-11.21,13.84,76.5,86,59,5.19,AO,2020-04-20 04:22:51,moderate rain,3.16,0
293,Luocheng,29.38,104.03,63.37,67,100,4.61,CN,2020-04-20 04:22:51,overcast clouds,0,0
294,Vestmanna,62.16,-7.17,42.8,93,4,14.99,FO,2020-04-20 04:22:52,clear sky,0,0
295,Balsas,-7.53,-46.04,73.8,86,68,2.55,BR,2020-04-20 04:22:52,light rain,1.78,0
296,Sayyan,15.17,44.32,59.41,37,97,0.89,YE,2020-04-20 04:22:52,overcast clouds,0,0
297,Sistranda,63.73,8.83,41.0,80,75,5.82,NO,2020-04-20 04:15:38,broken clouds,0,0
298,Rio Gallegos,-51.62,-69.22,42.8,69,63,24.16,AR,2020-04-20 04:22:41,broken clouds,0,0
299,Baghmara,23.8,86.21,94.78,21,52,8.01,IN,2020-04-20 04:22:53,broken clouds,0,0
300,Tanete,-3.94,119.78,87.22,62,29,0.81,ID,2020-04-20 04:22:53,scattered clouds,0,0
301,Puerto Escondido,15.85,-97.07,78.98,71,17,1.54,MX,2020-04-20 04:17:57,few clouds,0,0
302,Hasaki,35.73,140.83,52.0,100,75,3.36,JP,2020-04-20 04:17:05,light intensity shower rain,0,0
303,Sinnamary,5.38,-52.95,78.67,86,100,14.65,GF,2020-04-20 04:22:54,moderate rain,5.45,0
304,Boyolangu,-8.12,111.89,85.32,68,99,4.21,ID,2020-04-20 04:22:54,overcast clouds,0,0
305,Talcahuano,-36.72,-73.12,53.6,93,100,3.36,CL,2020-04-20 04:22:54,overcast clouds,0,0
306,Vieste,41.88,16.18,57.99,93,75,1.12,IT,2020-04-20 04:22:54,light rain,0,0
307,Naze,28.37,129.48,73.4,64,40,12.75,JP,2020-04-20 04:20:58,scattered clouds,0,0
308,Saint Anthony,45.02,-93.22,43.0,47,1,3.94,US,2020-04-20 04:16:27,clear sky,0,0
309,Vyartsilya,62.18,30.69,34.11,92,78,4.52,RU,2020-04-20 04:22:55,broken clouds,0,0
310,Churapcha,62.0,132.43,20.19,84,0,5.93,RU,2020-04-20 04:22:55,clear sky,0,0
311,Marawi,8.0,124.29,82.49,56,97,2.48,PH,2020-04-20 04:22:55,light rain,0.81,0
312,Nizwa,22.93,57.53,80.35,28,5,0.81,OM,2020-04-20 04:22:56,clear sky,0,0
313,Balkanabat,39.51,54.37,69.19,43,0,1.3,TM,2020-04-20 04:22:56,clear sky,0,0
314,Atasu,48.68,71.64,63.03,33,76,7.2,KZ,2020-04-20 04:22:56,broken clouds,0,0
315,Iqaluit,63.75,-68.51,-7.01,69,5,3.18,CA,2020-04-20 04:17:10,clear sky,0,0
316,Bengkulu,-3.8,102.27,86.95,62,60,2.71,ID,2020-04-20 04:16:29,broken clouds,0,0
317,Kruisfontein,-34.0,24.73,60.62,74,0,5.37,ZA,2020-04-20 04:17:53,clear sky,0,0
318,Nevel,56.02,29.93,30.47,96,7,5.48,RU,2020-04-20 04:22:57,clear sky,0,0
319,Cozumel,20.51,-86.95,81.0,90,48,1.99,MX,2020-04-20 04:22:38,scattered clouds,0,0
320,Neryungri,56.67,124.65,17.17,80,97,17.67,RU,2020-04-20 04:22:58,overcast clouds,0,0
321,Great Yarmouth,52.61,1.73,48.0,85,0,5.01,GB,2020-04-20 04:22:58,clear sky,0,0
322,Codrington,-38.27,141.97,61.39,54,19,21.23,AU,2020-04-20 04:22:58,few clouds,0,0
323,Karasburg,-28.02,18.75,65.17,25,1,1.77,NA,2020-04-20 04:22:58,clear sky,0,0
324,Otavi,-19.65,17.33,64.35,45,28,6.98,NA,2020-04-20 04:22:59,scattered clouds,0,0
325,San Jeronimo,-11.95,-75.28,45.19,28,60,1.41,PE,2020-04-20 04:22:59,broken clouds,0,0
326,Paamiut,61.99,-49.67,22.57,84,9,12.8,GL,2020-04-20 04:22:59,clear sky,0,0
327,Constitucion,-35.33,-72.42,56.53,67,96,9.28,CL,2020-04-20 04:17:02,overcast clouds,0,0
328,Bardiyah,31.76,25.09,58.12,71,41,5.7,LY,2020-04-20 04:22:59,scattered clouds,0,0
329,Chistogorskiy,53.98,87.38,52.56,46,95,3.6,RU,2020-04-20 04:23:00,overcast clouds,0,0
330,Kerkini,41.22,23.08,59.0,88,66,1.61,GR,2020-04-20 04:23:00,broken clouds,0,0
331,Samarai,-10.62,150.67,84.61,74,85,7.58,PG,2020-04-20 04:17:38,light rain,0.6,0
332,Umm Lajj,25.02,37.27,71.49,58,0,4.07,SA,2020-04-20 04:17:59,clear sky,0,0
333,Kaspiysk,42.88,47.64,53.6,81,17,4.47,RU,2020-04-20 04:23:00,few clouds,0,0
334,Atar,20.52,-13.05,69.15,22,0,8.34,MR,2020-04-20 04:17:24,clear sky,0,0
335,Shingu,33.73,135.98,68.0,82,40,9.17,JP,2020-04-20 04:17:13,scattered clouds,0,0
336,Abu Dhabi,24.47,54.37,87.8,33,96,5.82,AE,2020-04-20 04:23:01,overcast clouds,0,0
337,Wilmington,34.23,-77.94,63.0,93,75,6.67,US,2020-04-20 04:23:01,broken clouds,0,0
338,Mehamn,71.04,27.85,39.2,79,40,20.8,NO,2020-04-20 04:16:32,scattered clouds,0,0
339,Golubitskaya,45.32,37.28,51.8,81,100,6.71,RU,2020-04-20 04:23:02,light rain,0.32,0
340,Arenapolis,-14.45,-56.85,73.09,82,5,0.87,BR,2020-04-20 04:23:02,clear sky,0,0
341,Novyy Nekouz,57.9,38.07,31.87,91,2,6.4,RU,2020-04-20 04:23:02,clear sky,0,0
342,Soyo,-6.13,12.37,78.85,82,88,2.35,AO,2020-04-20 04:15:06,overcast clouds,0,0
343,Toora-Khem,52.47,96.11,47.17,33,0,3.51,RU,2020-04-20 04:23:02,clear sky,0,0
344,San Juan,-31.54,-68.54,72.75,32,0,7.81,AR,2020-04-20 04:23:03,clear sky,0,0
345,La Palma,33.85,-118.05,61.0,72,1,9.17,US,2020-04-20 04:23:03,clear sky,0,0
346,Marsh Harbour,26.54,-77.06,79.48,81,63,13.71,BS,2020-04-20 04:23:03,broken clouds,0,0
347,Sovetskiy,61.36,63.58,37.85,76,17,5.91,RU,2020-04-20 04:17:34,few clouds,0,0
348,Ogbomosho,8.13,4.25,75.16,78,100,7.54,NG,2020-04-20 04:23:04,overcast clouds,0,0
349,Rio Bueno,-40.32,-72.97,48.2,100,85,0.76,CL,2020-04-20 04:23:04,mist,0,0
350,Port Hardy,50.7,-127.42,50.0,81,75,8.05,CA,2020-04-20 04:16:48,broken clouds,0,0
351,Tukrah,32.53,20.58,63.36,49,94,7.92,LY,2020-04-20 04:23:04,overcast clouds,0,0
352,Berbera,10.44,45.01,83.59,75,70,8.46,SO,2020-04-20 04:23:04,broken clouds,0,0
353,Batticaloa,7.71,81.69,86.29,69,39,8.05,LK,2020-04-20 04:23:05,light rain,0.37,0
354,Maues,-3.38,-57.72,72.34,97,100,0.87,BR,2020-04-20 04:23:05,light rain,1.05,0
355,Phalaborwa,-23.94,31.14,60.8,93,16,3.36,ZA,2020-04-20 04:23:05,few clouds,0,0
356,Kijang,35.24,129.21,62.6,51,20,10.29,KR,2020-04-20 04:17:18,few clouds,0,0
357,Bendigo,-36.77,144.28,72.0,41,65,1.99,AU,2020-04-20 04:23:06,light rain,0.2,0
358,Tremedal,-14.98,-41.41,67.01,74,77,6.35,BR,2020-04-20 04:23:06,broken clouds,0,0
359,Kangaatsiaq,68.31,-53.46,29.8,91,100,23.42,GL,2020-04-20 04:23:06,snow,0,1.55
360,Kardailovo,51.54,53.9,46.8,77,100,6.29,RU,2020-04-20 04:23:06,light rain,0.21,0
361,High Level,58.52,-117.14,39.2,69,75,8.05,CA,2020-04-20 04:23:07,broken clouds,0,0
362,Chake Chake,-5.25,39.77,80.17,80,97,14.58,TZ,2020-04-20 04:23:07,light rain,2.31,0
363,Abu Samrah,35.3,37.18,64.36,41,36,1.19,SY,2020-04-20 04:17:43,scattered clouds,0,0
364,Rypefjord,70.63,23.67,39.2,82,40,41.38,NO,2020-04-20 04:23:07,scattered clouds,0,0
365,Mochalishche,56.33,48.35,39.2,80,20,6.71,RU,2020-04-20 04:23:08,few clouds,0,0
366,Yarim,14.3,44.38,57.92,39,100,1.54,YE,2020-04-20 04:23:08,overcast clouds,0,0
367,Baca,21.1,-89.42,87.8,52,5,14.99,MX,2020-04-20 04:23:08,clear sky,0,0
368,Koulikoro,14.0,-7.75,87.31,30,17,7.56,ML,2020-04-20 04:23:08,few clouds,0,0
369,Pestovo,58.59,35.8,31.23,94,60,3.78,RU,2020-04-20 04:16:36,broken clouds,0,0
370,Verkhnyaya Inta,65.98,60.31,34.02,94,100,8.34,RU,2020-04-20 04:23:09,light snow,0,0.27
371,Caravelas,-17.71,-39.25,74.89,78,15,13.18,BR,2020-04-20 04:23:09,few clouds,0,0
372,Eydhafushi,5.1,73.07,85.86,74,91,9.98,MV,2020-04-20 04:23:09,light rain,0.14,0
373,Okha,53.57,142.95,31.06,99,100,13.58,RU,2020-04-20 04:23:10,light snow,0,0.24
374,Sept-Iles,50.2,-66.38,30.99,86,90,9.17,CA,2020-04-20 04:17:55,overcast clouds,0,0
375,Sandwick,60.0,-1.25,42.8,81,0,5.82,GB,2020-04-20 04:23:10,clear sky,0,0
376,Alta Floresta,-9.88,-56.09,71.78,87,100,1.43,BR,2020-04-20 04:23:10,light rain,1.39,0
377,Ust-Maya,60.42,134.53,23.99,85,69,3.29,RU,2020-04-20 04:23:10,broken clouds,0,0
378,Wagar,16.15,36.2,70.07,19,7,8.5,SD,2020-04-20 04:23:11,clear sky,0,0
379,Labuhan,-6.88,112.21,88.03,65,43,2.51,ID,2020-04-20 04:23:11,scattered clouds,0,0
380,Saldanha,-33.01,17.94,59.0,82,92,11.41,ZA,2020-04-20 04:17:22,overcast clouds,0,0
381,Fairbanks,64.84,-147.72,42.01,100,90,6.42,US,2020-04-20 04:23:11,light rain,0,0
382,Gizo,-8.1,156.84,84.02,72,83,2.73,SB,2020-04-20 04:16:19,light rain,0.71,0
383,Yulara,-25.24,130.99,93.2,21,24,6.93,AU,2020-04-20 04:17:20,few clouds,0,0
384,Meiktila,20.87,95.87,93.11,30,0,10.22,MM,2020-04-20 04:23:12,clear sky,0,0
385,Nakamura,32.98,132.93,67.53,63,32,10.85,JP,2020-04-20 04:23:12,scattered clouds,0,0
386,Sao Paulo De Olivenca,-3.38,-68.87,72.41,93,24,1.48,BR,2020-04-20 04:23:12,few clouds,0,0
387,Iberia,29.95,-91.75,75.2,100,75,13.87,US,2020-04-20 04:23:13,broken clouds,0,0
388,Korhogo,9.45,-5.63,77.13,64,58,6.85,CI,2020-04-20 04:23:13,light rain,0.52,0
389,Rawson,-43.3,-65.1,60.03,40,41,23.94,AR,2020-04-20 04:16:50,scattered clouds,0,0
390,Aksarka,66.56,67.8,33.98,97,100,7.76,RU,2020-04-20 04:23:14,overcast clouds,0,0
391,Mendi,-6.18,143.65,67.78,45,55,4.54,PG,2020-04-20 04:23:14,light rain,1.66,0
392,Rocha,-34.48,-54.33,59.86,83,0,6.62,UY,2020-04-20 04:23:14,clear sky,0,0
393,Komatipoort,-25.43,31.95,60.01,95,1,4.85,ZA,2020-04-20 04:23:14,clear sky,0,0
394,Huilong,31.81,121.66,63.16,69,23,4.27,CN,2020-04-20 04:23:15,few clouds,0,0
395,Hami,42.8,93.45,65.8,14,89,10.58,CN,2020-04-20 04:23:15,overcast clouds,0,0
396,San Cristobal,7.77,-72.22,67.6,63,98,1.95,VE,2020-04-20 04:23:15,light rain,0.7,0
397,Taoudenni,22.68,-3.98,75.31,24,0,5.03,ML,2020-04-20 04:15:53,clear sky,0,0
398,Kiama,-34.68,150.87,68.0,45,95,6.93,AU,2020-04-20 04:23:15,overcast clouds,0,0
399,Fredericksburg,38.3,-77.46,54.0,87,1,1.95,US,2020-04-20 04:19:28,clear sky,0,0
400,Puerto Narino,-3.77,-70.38,73.4,100,20,2.24,CO,2020-04-20 04:23:16,few clouds,0,0
401,Deputatskiy,69.3,139.9,9.95,87,26,6.2,RU,2020-04-20 04:17:20,scattered clouds,0,0
402,Maragogi,-9.01,-35.22,78.94,83,25,7.29,BR,2020-04-20 04:18:12,light rain,2.32,0
403,Bathsheba,13.22,-59.52,80.6,69,20,14.99,BB,2020-04-20 04:16:24,few clouds,0,0
404,Carutapera,-1.2,-46.02,79.12,85,37,6.49,BR,2020-04-20 04:17:53,scattered clouds,0,0
405,Kigali,-1.95,30.06,64.4,100,40,1.81,RW,2020-04-20 04:23:17,mist,0,0
406,Aguimes,27.91,-15.45,64.4,68,20,10.29,ES,2020-04-20 04:23:17,few clouds,0,0
407,Quelimane,-17.88,36.89,73.4,83,75,6.93,MZ,2020-04-20 04:23:18,broken clouds,0,0
408,Saint-Georges,12.06,-61.75,80.6,78,40,19.46,GD,2020-04-20 04:12:44,light intensity shower rain,0,0
409,Gao,16.64,1.64,86.88,30,28,10.18,ML,2020-04-20 04:23:18,scattered clouds,0,0
410,Arvika,59.66,12.59,39.2,80,0,8.05,SE,2020-04-20 04:23:19,clear sky,0,0
411,Tenenkou,14.46,-4.92,85.44,34,69,10.04,ML,2020-04-20 04:23:19,broken clouds,0,0
412,Raymondville,26.48,-97.78,81.0,69,1,4.7,US,2020-04-20 04:21:19,clear sky,0,0
413,Snasa,64.25,12.38,37.26,84,96,3.11,NO,2020-04-20 04:23:19,overcast clouds,0,0
414,Bloemfontein,-29.12,26.21,50.0,100,0,3.36,ZA,2020-04-20 04:23:20,clear sky,0,0
415,Hammerfest,70.66,23.68,39.2,82,40,41.38,NO,2020-04-20 04:23:20,scattered clouds,0,0
416,Macrohon,10.08,124.94,85.39,72,89,10.83,PH,2020-04-20 04:23:20,light rain,0.19,0
417,Novoagansk,61.94,76.66,45.81,66,73,7.94,RU,2020-04-20 04:23:20,broken clouds,0,0
418,San Felipe,10.34,-68.74,72.05,78,28,1.54,VE,2020-04-20 04:17:31,scattered clouds,0,0
419,San Patricio,19.22,-104.7,74.21,77,0,10.47,MX,2020-04-20 04:16:12,clear sky,0,0
420,Pitimbu,-7.47,-34.81,77.0,94,20,3.36,BR,2020-04-20 04:23:21,few clouds,0,0
421,Susurluk,39.91,28.16,57.0,100,100,5.57,TR,2020-04-20 04:23:21,overcast clouds,0,0
422,Changtu,42.78,124.1,37.2,80,100,19.71,CN,2020-04-20 04:23:21,light snow,0,0.62
423,Loubomo,-4.2,12.67,71.28,90,96,1.43,CG,2020-04-20 04:23:22,moderate rain,5.96,0
424,Turtas,58.94,69.13,44.47,62,0,5.39,RU,2020-04-20 04:23:22,clear sky,0,0
425,Tagab,34.85,69.65,55.4,76,40,0.6,AF,2020-04-20 04:23:22,scattered clouds,0,0
426,Etchoropo,26.77,-109.67,72.0,63,25,1.01,MX,2020-04-20 04:23:22,scattered clouds,0,0
427,Oranjestad,12.52,-70.03,80.6,78,40,21.92,AW,2020-04-20 04:16:51,scattered clouds,0,0
428,Weiser,44.25,-116.97,57.0,50,1,4.7,US,2020-04-20 04:18:57,clear sky,0,0
429,Bull Savanna,17.89,-77.59,73.71,82,17,7.27,JM,2020-04-20 04:23:23,few clouds,0,0
430,Anantapur,14.68,77.6,86.36,40,0,6.04,IN,2020-04-20 04:22:14,clear sky,0,0
431,Derzhavinsk,51.1,66.32,58.1,52,92,13.33,KZ,2020-04-20 04:23:23,overcast clouds,0,0
432,Tautira,-17.73,-149.15,86.0,62,65,4.7,PF,2020-04-20 04:16:12,light rain,0.47,0
433,Nosy Varika,-20.58,48.53,72.16,86,66,5.48,MG,2020-04-20 04:23:24,light rain,0.73,0
434,Berlevag,70.86,29.09,39.2,78,40,20.8,NO,2020-04-20 04:23:24,scattered clouds,0,0
435,Los Alamos,35.89,-106.31,51.8,29,1,4.7,US,2020-04-20 04:23:24,clear sky,0,0
436,Butler,39.45,-84.57,48.0,87,1,4.5,US,2020-04-20 04:19:11,clear sky,0,0
437,Kapoeta,4.77,33.59,72.14,52,89,3.6,SS,2020-04-20 04:23:25,overcast clouds,0,0
438,Carthage,36.86,10.33,69.8,60,40,6.93,TN,2020-04-20 04:23:25,scattered clouds,0,0
439,Mangrol,21.12,70.12,82.8,61,0,9.44,IN,2020-04-20 04:23:25,clear sky,0,0
440,Preobrazheniye,42.9,133.91,39.87,89,100,10.38,RU,2020-04-20 04:23:26,moderate rain,3.92,0
441,Hervey Bay,-25.3,152.85,82.4,54,40,4.7,AU,2020-04-20 04:17:30,scattered clouds,0,0
442,Verkhoyansk,67.54,133.38,18.82,89,88,6.26,RU,2020-04-20 04:17:20,overcast clouds,0,0
443,Santa Rosalia,27.32,-112.28,69.6,44,92,4.52,MX,2020-04-20 04:23:26,overcast clouds,0,0
444,Bhag,29.04,67.82,84.88,26,11,1.25,PK,2020-04-20 04:23:26,few clouds,0,0
445,Anito,12.45,125.29,85.78,72,93,12.41,PH,2020-04-20 04:23:27,light rain,0.7,0
446,Suluq,31.67,20.25,65.01,48,99,16.17,LY,2020-04-20 04:23:27,overcast clouds,0,0
447,Barao De Melgaco,-16.19,-55.97,75.2,83,60,0.67,BR,2020-04-20 04:23:27,broken clouds,0,0
448,Coos Bay,43.37,-124.22,50.0,81,1,3.36,US,2020-04-20 04:23:27,clear sky,0,0
449,Margate,51.38,1.39,50.0,70,0,8.99,GB,2020-04-20 04:16:16,clear sky,0,0
450,Liverpool,53.41,-2.98,42.01,86,0,5.82,GB,2020-04-20 04:23:28,clear sky,0,0
451,Meghri,38.9,46.24,58.28,45,0,0.18,AM,2020-04-20 04:23:28,clear sky,0,0
452,Havoysund,71.0,24.66,39.2,75,40,21.92,NO,2020-04-20 04:23:28,scattered clouds,0,0
453,Ocos,14.51,-92.19,83.98,63,93,2.13,GT,2020-04-20 04:23:28,overcast clouds,0,0
454,Siderno,38.28,16.3,62.01,17,100,3.0,IT,2020-04-20 04:23:29,overcast clouds,0,0
455,Souillac,-20.52,57.52,75.2,88,40,11.41,MU,2020-04-20 04:16:21,shower rain,0,0
456,Abu Zabad,12.35,29.25,70.99,18,100,8.3,SD,2020-04-20 04:23:29,overcast clouds,0,0
457,Kupang,-10.17,123.58,93.2,56,20,5.82,ID,2020-04-20 04:23:30,few clouds,0,0
458,Havelock,34.88,-76.9,64.99,82,90,4.7,US,2020-04-20 04:22:21,overcast clouds,0,0
459,Pangody,65.85,74.49,33.08,93,85,12.73,RU,2020-04-20 04:21:08,overcast clouds,0,0
460,Westport,41.14,-73.36,55.0,62,75,10.29,US,2020-04-20 04:23:30,broken clouds,0,0
461,Posadas,-27.37,-55.9,63.1,64,0,3.65,AR,2020-04-20 04:23:30,clear sky,0,0
462,Kebumen,-7.67,109.65,88.9,63,76,0.38,ID,2020-04-20 04:23:31,light rain,0.19,0
463,Tres Arroyos,-38.37,-60.28,56.8,70,91,5.84,AR,2020-04-20 04:18:13,overcast clouds,0,0
464,Dunmore East,52.15,-6.99,48.0,82,77,4.0,IE,2020-04-20 04:23:31,broken clouds,0,0
465,Hare Bay,48.85,-54.01,32.0,96,90,20.8,CA,2020-04-20 04:23:31,light snow,0,0
466,Ayan,56.45,138.17,23.54,92,100,16.53,RU,2020-04-20 04:23:31,light snow,0,0.5
467,Xam Nua,20.42,104.04,87.71,29,0,5.73,LA,2020-04-20 04:23:32,clear sky,0,0
468,Darhan,49.49,105.92,31.64,57,98,12.21,MN,2020-04-20 04:23:32,light snow,0,0.22
469,Maneadero,31.72,-116.57,61.0,83,100,7.0,MX,2020-04-20 04:17:34,overcast clouds,0,0
470,Jinxiang,22.86,115.7,84.0,73,30,3.0,CN,2020-04-20 04:23:33,scattered clouds,0,0
471,Mao,39.89,4.27,60.8,93,75,10.29,ES,2020-04-20 04:23:33,light rain,0,0
472,Longonjo,-12.91,15.25,62.11,59,99,2.53,AO,2020-04-20 04:23:33,overcast clouds,0,0
473,Koga,33.73,130.47,64.99,68,75,11.41,JP,2020-04-20 04:23:33,broken clouds,0,0
474,Raybag,16.48,74.78,91.11,26,22,11.32,IN,2020-04-20 04:23:33,few clouds,0,0
475,Manta,-0.95,-80.73,78.8,74,20,4.7,EC,2020-04-20 04:23:34,few clouds,0,0
476,Nishihara,26.18,127.76,69.8,88,90,8.05,JP,2020-04-20 04:23:34,light rain,0,0
477,Young,-32.68,-57.63,62.01,84,0,4.36,UY,2020-04-20 04:23:34,clear sky,0,0
478,Jerez,14.1,-89.75,70.77,67,26,3.02,GT,2020-04-20 04:23:34,scattered clouds,0,0
479,Presidencia Roque Saenz Pena,-26.79,-60.44,63.95,61,0,4.03,AR,2020-04-20 04:23:34,clear sky,0,0
480,Boa Vista,2.82,-60.67,75.2,94,90,10.29,BR,2020-04-20 04:20:17,thunderstorm with rain,0,0
481,Katima Mulilo,-17.5,24.27,57.2,100,2,5.88,NA,2020-04-20 04:23:35,clear sky,0,0
482,Wanning,18.8,110.4,83.73,72,73,11.61,CN,2020-04-20 04:23:35,broken clouds,0,0
483,Birjand,32.87,59.22,60.8,51,23,4.7,IR,2020-04-20 04:23:35,few clouds,0,0
484,Arlit,18.74,7.39,83.53,12,1,9.15,NE,2020-04-20 04:23:36,clear sky,0,0
485,Tiarei,-17.53,-149.33,86.0,62,43,2.24,PF,2020-04-20 04:23:36,light rain,1.35,0
486,Penapolis,-21.42,-50.08,66.51,82,0,6.98,BR,2020-04-20 04:23:36,clear sky,0,0
487,Fort-Shevchenko,44.51,50.26,55.78,62,2,12.93,KZ,2020-04-20 04:23:36,clear sky,0,0
488,San Francisco,37.77,-122.42,55.99,66,20,10.29,US,2020-04-20 04:23:36,few clouds,0,0
489,Esna,25.29,32.55,69.8,56,0,7.54,EG,2020-04-20 04:23:37,clear sky,0,0
490,Thinadhoo,0.53,72.93,85.01,73,69,10.36,MV,2020-04-20 04:16:40,light rain,0.11,0
491,Moate,53.55,-7.72,37.99,92,41,1.01,IE,2020-04-20 04:23:37,scattered clouds,0,0
492,Ambon,-3.7,128.18,89.6,59,40,6.93,ID,2020-04-20 04:13:56,scattered clouds,0,0
493,Ponta Delgada,37.73,-25.67,53.6,66,20,9.17,PT,2020-04-20 04:17:48,few clouds,0,0
494,Lakes Entrance,-37.88,147.98,70.0,46,13,21.99,AU,2020-04-20 04:23:38,few clouds,0,0
495,Melfort,52.87,-104.62,39.2,55,75,11.41,CA,2020-04-20 04:23:38,broken clouds,0,0
496,Manokwari,-0.87,134.08,86.11,64,4,4.21,ID,2020-04-20 04:23:38,clear sky,0,0
497,Buin,-33.73,-70.75,64.4,68,4,0.67,CL,2020-04-20 04:23:38,clear sky,0,0
498,Flinders,-34.58,150.86,68.0,61,98,5.99,AU,2020-04-20 04:16:17,overcast clouds,0,0
