City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
308,Broken Hill,AU,2020-04-19 23:41:32,-31.95,141.43,68.0,32,75,11.41
309,Sioux Lookout,CA,2020-04-19 23:41:32,50.1,-91.92,35.6,43,90,16.11
310,Gat,IL,2020-04-19 23:41:32,31.61,34.76,63.0,16,1,5.48
311,Asyut,EG,2020-04-19 23:41:32,27.18,31.18,68.32,41,0,12.62
312,Aljezur,PT,2020-04-19 23:41:32,37.32,-8.8,57.0,78,89,8.59
313,Chany,RU,2020-04-19 23:41:33,55.31,76.76,46.31,86,10,5.95
314,Ambilobe,MG,2020-04-19 23:41:33,-13.2,49.05,72.0,87,71,3.76
315,Hastings,GB,2020-04-19 23:39:45,50.86,0.57,46.0,88,4,4.0
316,Gambela,ET,2020-04-19 23:41:33,8.25,34.58,79.56,40,100,1.12
317,Emmett,US,2020-04-19 23:41:33,43.87,-116.5,68.0,33,0,3.0
318,Plastun,RU,2020-04-19 23:41:34,44.76,136.29,42.31,75,100,8.05
319,Lure,FR,2020-04-19 23:41:34,47.75,6.5,57.0,82,92,3.36
320,Bull Savanna,JM,2020-04-19 23:41:34,17.89,-77.59,76.37,76,21,9.28
321,Angoram,PG,2020-04-19 23:41:34,-4.06,144.07,82.9,88,87,2.8
322,High Rock,BS,2020-04-19 23:41:35,26.62,-78.28,80.6,83,75,9.17
323,Plavinas,LV,2020-04-19 23:41:35,56.62,25.73,31.41,94,17,3.53
324,Bubaque,GW,2020-04-19 23:36:46,11.28,-15.83,77.02,74,75,13.06
325,Kavieng,PG,2020-04-19 23:40:27,-2.57,150.8,83.79,75,78,7.14
326,Yuxia,CN,2020-04-19 23:41:36,34.06,108.63,60.01,30,58,13.42
327,Port Macquarie,AU,2020-04-19 23:41:36,-31.43,152.92,66.0,82,40,3.36
328,Khunti,IN,2020-04-19 23:41:36,23.08,85.28,73.36,48,51,6.8
329,Mahebourg,MU,2020-04-19 23:39:11,-20.41,57.7,75.2,88,40,11.41
330,Trairi,BR,2020-04-19 23:37:03,-3.28,-39.27,79.66,82,38,4.34
331,Esperance,AU,2020-04-19 23:41:37,-33.87,121.9,51.8,87,0,8.05
332,Geraldton,AU,2020-04-19 23:36:55,-28.77,114.6,55.4,87,0,11.41
333,Lowestoft,GB,2020-04-19 23:41:37,52.48,1.75,48.99,93,0,7.0
334,Mareeba,AU,2020-04-19 23:38:47,-17.0,145.43,84.99,87,53,3.0
335,Vlakhopoulon,GR,2020-04-19 23:41:37,37.03,21.78,61.0,87,68,2.24
336,Adrar,MR,2020-04-19 23:39:34,20.5,-10.07,75.76,18,0,6.55
337,Santa Rosa,PH,2020-04-19 23:41:38,14.31,121.11,86.0,66,20,4.7
338,Mangochi,MW,2020-04-19 23:41:38,-14.48,35.26,67.44,71,49,6.42
339,Westport,US,2020-04-19 23:41:38,41.14,-73.36,57.0,62,1,19.46
340,Sao Joao Da Barra,BR,2020-04-19 23:40:23,-21.64,-41.05,71.65,77,71,6.73
341,Skjervoy,NO,2020-04-19 23:41:39,70.03,20.97,40.84,93,100,28.48
342,Maragogi,BR,2020-04-19 23:41:39,-9.01,-35.22,80.01,80,40,6.64
343,Disna,BY,2020-04-19 23:41:39,55.57,28.2,30.56,96,11,6.62
344,Nhulunbuy,AU,2020-04-19 23:40:46,-12.23,136.77,85.26,73,0,9.66
345,Valreas,FR,2020-04-19 23:41:39,44.38,4.99,59.0,93,100,2.17
346,Wuchang,CN,2020-04-19 23:41:40,44.91,127.15,48.65,65,100,16.24
347,Ikeda,JP,2020-04-19 23:41:40,34.82,135.43,57.2,87,75,13.87
348,Kem,RU,2020-04-19 23:41:40,64.96,34.58,32.88,95,89,6.15
349,Paramonga,PE,2020-04-19 23:41:40,-10.67,-77.83,72.25,75,28,10.83
350,Porto Santo,PT,2020-04-19 23:41:40,33.07,-16.34,60.8,77,20,9.17
351,Madawaska,US,2020-04-19 23:41:41,47.36,-68.33,46.4,88,90,10.29
352,Ostrovnoy,RU,2020-04-19 23:39:59,68.05,39.51,25.7,97,74,7.67
353,San Cristobal,VE,2020-04-19 23:39:53,7.77,-72.22,89.6,52,40,2.24
354,Honggang,CN,2020-04-19 23:41:41,46.47,124.87,40.41,83,100,10.25
355,Tishchenskoye,RU,2020-04-19 23:41:41,45.46,41.67,49.77,76,62,5.5
356,Husavik,IS,2020-04-19 23:41:42,66.04,-17.34,46.4,70,20,31.09
357,Qandala,SO,2020-04-19 23:41:42,11.47,49.87,83.66,65,100,2.57
358,Mount Gambier,AU,2020-04-19 23:39:41,-37.83,140.77,59.0,67,40,18.34
359,Shaunavon,CA,2020-04-19 23:38:15,49.65,-108.42,51.46,30,87,14.61
360,Juneau,US,2020-04-19 23:41:43,58.3,-134.42,60.8,38,75,17.22
361,Codrington,AU,2020-04-19 23:41:43,-38.27,141.97,60.48,60,62,23.73
362,Lancaster,US,2020-04-19 23:41:43,40.25,-76.25,57.2,41,90,8.05
363,Guerrero Negro,MX,2020-04-19 23:41:43,27.98,-114.06,64.09,68,93,21.43
364,Auki,SB,2020-04-19 23:41:43,-8.77,160.7,84.72,69,51,3.29
365,Wonthaggi,AU,2020-04-19 23:41:44,-38.6,145.59,62.01,70,74,8.99
366,Yar-Sale,RU,2020-04-19 23:41:44,66.83,70.83,34.12,98,100,8.01
367,Khudumelapye,BW,2020-04-19 23:41:44,-23.88,24.75,63.1,38,1,5.84
368,Chapais,CA,2020-04-19 23:40:44,49.78,-74.85,19.4,52,20,11.41
369,Hit,IQ,2020-04-19 23:41:45,33.64,42.83,74.17,33,4,6.38
370,Manado,ID,2020-04-19 23:41:45,1.49,124.85,78.8,88,20,1.12
371,Baykit,RU,2020-04-19 23:39:56,61.67,96.37,26.91,90,1,1.86
372,Raudeberg,NO,2020-04-19 23:41:45,61.99,5.14,41.0,86,0,5.82
373,Ancud,CL,2020-04-19 23:41:46,-41.87,-73.82,50.0,81,40,5.82
374,Sur,OM,2020-04-19 23:41:46,22.57,59.53,83.8,46,1,8.32
375,Tocopilla,CL,2020-04-19 23:41:46,-22.09,-70.2,70.38,41,16,2.77
376,Ipameri,BR,2020-04-19 23:41:46,-17.72,-48.16,68.54,73,77,6.44
377,Mbalmayo,CM,2020-04-19 23:41:47,3.52,11.5,71.6,100,20,2.24
378,Camopi,GF,2020-04-19 23:41:47,3.17,-52.32,75.07,94,98,3.78
379,Waddan,LY,2020-04-19 23:39:43,29.16,16.14,76.71,16,100,17.25
380,Shasta Lake,US,2020-04-19 23:41:47,40.68,-122.37,71.01,45,23,3.83
381,Nipawin,CA,2020-04-19 23:41:47,53.37,-104.0,44.6,39,1,16.11
382,Houma,US,2020-04-19 23:40:00,29.6,-90.72,80.01,83,40,20.8
383,Inuvik,CA,2020-04-19 23:40:24,68.35,-133.72,21.2,48,90,3.36
384,Garden City,US,2020-04-19 23:41:49,42.33,-83.33,59.0,57,75,10.29
385,Claremore,US,2020-04-19 23:41:49,36.31,-95.62,69.8,28,75,6.93
386,Manokwari,ID,2020-04-19 23:39:48,-0.87,134.08,84.11,68,32,1.68
387,Sinnamary,GF,2020-04-19 23:41:50,5.38,-52.95,79.9,84,97,16.82
388,Nioro,GM,2020-04-19 23:41:50,13.35,-15.75,76.8,40,54,9.4
389,Berlevag,NO,2020-04-19 23:41:50,70.86,29.09,39.45,93,100,19.75
390,Labuhan,ID,2020-04-19 23:39:03,-6.88,112.21,81.0,79,92,2.37
391,Sept-Iles,CA,2020-04-19 23:36:52,50.2,-66.38,32.0,97,90,13.87
392,Kondinskoye,RU,2020-04-19 23:39:26,59.65,67.41,35.33,84,0,6.51
393,Christchurch,NZ,2020-04-19 23:39:11,-43.53,172.63,64.99,36,30,12.75
394,Grado,ES,2020-04-19 23:41:51,43.39,-6.07,52.0,93,75,3.36
395,Port Hedland,AU,2020-04-19 23:41:52,-20.32,118.57,77.0,94,81,3.36
396,Ayagoz,KZ,2020-04-19 23:41:52,47.97,80.44,47.5,41,0,8.32
397,Vila Franca Do Campo,PT,2020-04-19 23:37:08,37.72,-25.43,55.4,62,20,8.05
398,Nandu,CN,2020-04-19 23:41:52,22.85,110.82,76.6,81,45,2.17
399,Srivardhan,IN,2020-04-19 23:41:52,18.03,73.02,81.93,61,16,5.46
400,Cienfuegos,CU,2020-04-19 23:41:53,22.15,-80.44,87.8,70,4,13.87
401,Sechura,PE,2020-04-19 23:41:53,-5.56,-80.82,75.52,69,12,17.02
402,Hay River,CA,2020-04-19 23:41:53,60.82,-115.8,33.8,74,90,10.29
403,Fairbanks,US,2020-04-19 23:40:07,64.84,-147.72,48.0,93,75,3.36
404,Iqaluit,CA,2020-04-19 23:41:53,63.75,-68.51,1.4,70,20,8.05
405,Aksarka,RU,2020-04-19 23:41:54,66.56,67.8,33.1,94,100,6.93
406,Mae Hong Son,TH,2020-04-19 23:41:54,19.3,97.97,77.86,40,17,0.63
407,Braganca,BR,2020-04-19 23:41:54,-1.05,-46.77,75.92,94,46,3.4
408,Kozhevnikovo,RU,2020-04-19 23:41:54,56.26,83.97,44.01,44,72,3.36
409,Nicolas Bravo,MX,2020-04-19 23:41:54,18.45,-88.92,86.0,66,90,18.34
410,Krasnyye Tkachi,RU,2020-04-19 23:41:55,57.49,39.76,28.4,100,75,2.91
411,Port-Gentil,GA,2020-04-19 23:41:55,-0.72,8.78,79.61,81,100,2.37
412,Tongzi,CN,2020-04-19 23:41:55,28.78,105.09,62.83,75,100,5.91
413,Asilah,MA,2020-04-19 23:41:55,35.47,-6.03,62.6,77,13,14.99
414,Harper,LR,2020-04-19 23:41:56,4.38,-7.72,81.34,83,100,7.96
415,Marawi,PH,2020-04-19 23:41:56,8.0,124.29,77.86,62,61,0.72
416,Troitskoye,RU,2020-04-19 23:41:56,52.98,84.68,45.09,63,67,1.68
417,Zagreb,HR,2020-04-19 23:40:50,45.81,15.98,55.99,82,20,12.75
418,Tuatapere,NZ,2020-04-19 23:41:57,-46.13,167.68,55.0,68,35,8.01
419,Dzidzantun,MX,2020-04-19 23:41:57,21.25,-89.05,92.16,39,45,10.56
420,Gilgit,PK,2020-04-19 23:41:57,35.92,74.31,50.86,25,99,0.72
421,Omboue,GA,2020-04-19 23:41:57,-1.57,9.26,76.44,89,100,2.17
422,Dzilam Gonzalez,MX,2020-04-19 23:41:58,21.28,-88.93,91.94,39,44,11.79
423,Esqueda,MX,2020-04-19 23:41:58,30.72,-109.58,73.35,12,83,14.34
424,Olinda,BR,2020-04-19 23:41:58,-8.01,-34.86,82.4,78,40,6.93
425,Toora-Khem,RU,2020-04-19 23:41:59,52.47,96.11,34.2,54,0,2.37
426,Guilin,CN,2020-04-19 23:41:59,25.28,110.29,62.6,93,90,2.15
427,Mahajanga,MG,2020-04-19 23:40:36,-15.72,46.32,77.0,83,40,5.82
428,Waipawa,NZ,2020-04-19 23:41:59,-41.41,175.52,60.01,63,59,7.0
429,Bloemfontein,ZA,2020-04-19 23:40:20,-29.12,26.21,53.6,93,0,5.01
430,Lashio,MM,2020-04-19 23:42:00,22.93,97.75,68.32,47,25,0.81
431,Lodja,CD,2020-04-19 23:42:00,-3.48,23.43,69.69,85,100,2.1
432,Atar,MR,2020-04-19 23:42:00,20.52,-13.05,71.76,20,0,8.34
433,Vestmannaeyjar,IS,2020-04-19 23:42:00,63.44,-20.27,46.08,93,100,28.1
434,Ust-Kuyga,RU,2020-04-19 23:42:00,70.02,135.6,11.82,92,33,8.28
435,Tevaitoa,PF,2020-04-19 23:42:01,-16.78,-151.5,83.48,76,53,16.31
436,Palmaner,IN,2020-04-19 23:42:01,13.2,78.75,69.31,80,41,2.59
437,Alyangula,AU,2020-04-19 23:41:07,-13.85,136.42,82.4,88,0,2.24
438,Nara,JP,2020-04-19 23:42:01,34.69,135.8,60.8,77,75,3.36
439,Tacna,PE,2020-04-19 23:42:01,-18.01,-70.25,66.2,77,26,5.82
440,Tucumcari,US,2020-04-19 23:42:02,35.17,-103.72,75.2,16,1,8.05
441,Bilma,NE,2020-04-19 23:42:02,18.69,12.92,84.18,12,42,5.23
442,Baracoa,CU,2020-04-19 23:42:02,20.35,-74.5,79.45,82,20,9.22
443,Cordoba,AR,2020-04-19 23:39:51,-31.41,-64.18,75.0,59,0,6.93
444,Verkhnevilyuysk,RU,2020-04-19 23:41:03,63.45,120.32,20.01,93,94,4.99
445,Preobrazheniye,RU,2020-04-19 23:42:03,42.9,133.91,40.14,88,100,12.64
446,Cartersville,US,2020-04-19 23:37:31,34.17,-84.8,55.4,87,90,3.44
447,Labuan,MY,2020-04-19 23:42:03,5.28,115.24,80.6,94,75,3.76
448,Selma,US,2020-04-19 23:42:03,36.57,-119.61,73.0,46,39,6.93
449,Pedernales,DO,2020-04-19 23:42:03,18.04,-71.74,79.47,67,9,6.64
450,Kahului,US,2020-04-19 23:38:17,20.89,-156.47,82.4,51,40,9.17
451,Hoquiam,US,2020-04-19 23:42:04,46.98,-123.89,57.0,81,75,11.41
452,Hervey Bay,AU,2020-04-19 23:39:41,-25.3,152.85,77.0,78,5,8.05
453,Conceicao Do Araguaia,BR,2020-04-19 23:42:04,-8.26,-49.26,80.6,78,53,3.36
454,Luwuk,ID,2020-04-19 23:42:05,-0.95,122.79,83.93,66,3,2.48
455,Kotel,BG,2020-04-19 23:42:05,42.88,26.45,53.6,76,5,3.13
456,Miri,MY,2020-04-19 23:37:17,4.41,114.01,80.6,94,75,2.24
457,Ust-Barguzin,RU,2020-04-19 23:42:05,53.45,108.98,23.5,83,17,3.22
458,Dunedin,NZ,2020-04-19 23:40:19,-45.87,170.5,54.63,56,46,10.65
459,Okhotsk,RU,2020-04-19 23:42:06,59.38,143.3,15.51,84,3,11.72
460,Changji,CN,2020-04-19 23:42:06,44.02,87.32,57.2,47,25,2.24
461,Faya,SA,2020-04-19 23:42:06,18.39,42.45,64.4,72,89,3.51
462,Klaksvik,FO,2020-04-19 23:42:06,62.23,-6.59,42.8,87,1,11.41
463,Kolyvan,RU,2020-04-19 23:42:06,55.31,82.74,33.8,80,52,2.24
464,Erzin,TR,2020-04-19 23:41:57,36.96,36.2,62.01,76,40,5.82
465,Whyalla,AU,2020-04-19 23:42:07,-33.03,137.58,68.0,68,40,8.05
466,Gavrilovka Vtoraya,RU,2020-04-19 23:42:07,52.88,42.77,38.03,72,81,3.91
467,Ashqelon,IL,2020-04-19 23:42:08,31.67,34.57,63.0,16,0,9.04
468,Pyay,MM,2020-04-19 23:42:08,18.82,95.22,75.38,68,0,1.86
469,Orumiyeh,IR,2020-04-19 23:42:08,37.55,45.08,46.4,75,3,6.93
470,San Jose,US,2020-04-19 23:41:30,37.34,-121.89,71.01,49,75,10.29
471,Khailar,IN,2020-04-19 23:42:08,25.35,78.53,77.97,18,54,5.26
472,Kudahuvadhoo,MV,2020-04-19 23:38:39,2.67,72.89,85.15,72,71,9.44
473,Lensk,RU,2020-04-19 23:42:09,60.73,114.93,22.19,91,90,5.3
474,Lufilufi,WS,2020-04-19 23:42:09,-13.87,-171.6,80.01,88,100,13.8
475,Canby,US,2020-04-19 23:42:09,45.26,-122.69,63.0,48,75,3.36
476,Tura,IN,2020-04-19 23:39:57,25.52,90.22,68.61,85,26,1.66
477,Antibes,FR,2020-04-19 23:42:10,43.56,7.13,59.0,93,90,5.82
478,Goya,AR,2020-04-19 23:42:10,-29.14,-59.26,67.5,54,0,4.85
479,Myitkyina,MM,2020-04-19 23:42:10,25.38,97.4,70.72,69,11,2.77
480,Altay,CN,2020-04-19 23:42:10,47.87,88.12,46.65,36,2,6.44
481,Hami,CN,2020-04-19 23:42:10,42.8,93.45,57.22,21,98,6.22
482,Manjacaze,MZ,2020-04-19 23:42:11,-24.71,33.88,68.04,89,2,7.63
483,Kiama,AU,2020-04-19 23:42:11,-34.68,150.87,64.0,67,100,5.82
484,Tilichiki,RU,2020-04-19 23:42:11,60.47,166.1,16.95,90,91,16.53
485,Farafangana,MG,2020-04-19 23:42:11,-22.82,47.83,73.99,79,12,6.06
486,Arandis,NA,2020-04-19 23:42:12,-22.42,14.97,57.99,93,20,1.99
487,Methoni,GR,2020-04-19 23:42:12,36.82,21.7,61.0,87,59,2.24
488,Umea,SE,2020-04-19 23:42:12,63.83,20.26,42.8,85,37,8.05
489,Marrakesh,MA,2020-04-19 23:42:12,31.63,-8.01,60.8,67,40,5.82
490,Katobu,ID,2020-04-19 23:42:13,-4.94,122.53,81.48,73,58,0.54
491,Mount Isa,AU,2020-04-19 23:42:13,-20.73,139.5,78.8,26,75,3.36
492,Kawalu,ID,2020-04-19 23:42:13,-7.38,108.21,76.32,76,58,1.03
493,Ambon,ID,2020-04-19 23:42:13,-3.7,128.18,84.2,79,40,2.24
494,Saldanha,ZA,2020-04-19 23:39:28,-33.01,17.94,59.0,82,31,12.75
495,Sibay,RU,2020-04-19 23:42:14,52.72,58.67,39.69,64,98,5.23
496,Codajas,BR,2020-04-19 23:40:22,-3.84,-62.06,75.97,94,96,2.06
497,Muromtsevo,RU,2020-04-19 23:42:14,56.37,75.24,45.09,90,56,3.76
498,Zhicheng,CN,2020-04-19 23:42:14,30.3,111.5,59.59,90,98,4.68
499,Saint Anthony,US,2020-04-19 23:37:20,45.02,-93.22,51.01,23,1,8.05
500,Manga,BF,2020-04-19 23:42:15,11.66,-1.07,85.12,46,80,2.82
501,Sinop,TR,2020-04-19 23:42:15,41.77,34.87,51.76,55,99,2.57
502,Hellvik,NO,2020-04-19 23:42:15,59.92,5.78,43.0,74,0,2.3
503,Najran,SA,2020-04-19 23:42:16,17.49,44.13,71.6,64,40,2.24
504,Anadyr,RU,2020-04-19 23:42:16,64.75,177.48,19.4,79,40,2.24
505,Wentzville,US,2020-04-19 23:42:16,38.81,-90.85,66.99,41,69,5.01
506,Beira,MZ,2020-04-19 23:42:16,-19.84,34.84,72.86,84,2,11.95
507,Cairns,AU,2020-04-19 23:40:03,-16.92,145.77,84.99,78,90,11.41
508,Dawson Creek,CA,2020-04-19 23:42:17,55.77,-120.24,64.4,27,1,13.87
509,Saurimo,AO,2020-04-19 23:42:17,-9.66,20.39,64.44,71,78,2.89
510,Linxia,CN,2020-04-19 23:42:17,35.6,103.21,40.66,36,100,0.76
511,Kazlu Ruda,LT,2020-04-19 23:42:18,54.77,23.5,35.6,64,3,2.24
512,Beinamar,TD,2020-04-19 23:40:22,8.67,15.38,85.87,36,49,4.76
513,Kamiiso,JP,2020-04-19 23:42:18,41.82,140.65,42.8,93,75,21.92
514,Lorengau,PG,2020-04-19 23:42:18,-2.02,147.27,84.47,75,46,7.65
515,Eydhafushi,MV,2020-04-19 23:42:19,5.1,73.07,85.51,74,48,8.32
516,Nouadhibou,MR,2020-04-19 23:42:19,20.93,-17.03,66.2,77,0,19.46
517,Ciudad Del Maiz,MX,2020-04-19 23:42:19,22.4,-99.6,102.0,1,25,5.01
518,Saint-Augustin,CA,2020-04-19 23:42:19,51.23,-58.65,28.63,98,100,15.05
519,Mayuge,UG,2020-04-19 23:42:19,0.46,33.48,64.85,68,98,1.7
520,Zonguldak,TR,2020-04-19 23:42:20,41.25,31.83,54.01,57,62,6.11
521,Cayenne,GF,2020-04-19 23:42:20,4.93,-52.33,77.0,100,75,10.85
522,Meihekou,CN,2020-04-19 23:42:20,42.53,125.68,47.19,66,100,17.09
523,Maceio,BR,2020-04-19 23:38:17,-9.67,-35.74,75.2,94,75,3.36
524,Wattegama,LK,2020-04-19 23:42:21,6.8,81.48,75.7,88,62,2.24
525,Ayame,CI,2020-04-19 23:42:21,5.61,-3.16,77.18,90,93,3.09
526,Verkhoyansk,RU,2020-04-19 23:42:21,67.54,133.38,12.92,89,97,6.02
527,Denpasar,ID,2020-04-19 23:42:21,-8.65,115.22,78.8,100,20,1.12
528,Khuzhir,RU,2020-04-19 23:42:21,53.19,107.34,23.36,82,6,4.29
529,Poso,ID,2020-04-19 23:42:22,-1.4,120.75,84.79,59,8,0.31
530,Ialibu,PG,2020-04-19 23:42:22,-6.28,143.99,68.72,39,27,2.91
531,Cape Coast,GH,2020-04-19 23:42:22,5.11,-1.25,82.27,80,99,8.86
532,Tromso,NO,2020-04-19 23:42:22,69.65,18.96,41.0,93,75,28.86
533,Alta Floresta,BR,2020-04-19 23:42:22,-9.88,-56.09,72.99,86,47,0.89
534,Ribnica,SI,2020-04-19 23:42:23,45.74,14.73,51.39,79,100,5.75
535,Kloulklubed,PW,2020-04-19 23:42:23,7.04,134.26,82.4,83,75,9.17
536,Aksay,RU,2020-04-19 23:42:23,47.26,39.87,51.8,63,40,4.47
537,Gorin,RU,2020-04-19 23:42:23,51.2,136.67,29.25,88,100,10.27
538,Islamkot,PK,2020-04-19 23:42:23,24.7,70.18,77.38,64,100,14.63
539,Noshiro,JP,2020-04-19 23:42:24,40.2,140.02,50.0,71,75,10.29
540,Itapetininga,BR,2020-04-19 23:40:24,-23.59,-48.05,60.53,77,13,10.07
541,Mbale,UG,2020-04-19 23:42:24,1.08,34.17,67.08,57,97,3.76
542,Atlantis,ZA,2020-04-19 23:42:24,-33.57,18.48,62.01,84,13,10.13
543,Fallon,US,2020-04-19 23:42:24,39.47,-118.78,62.6,25,20,6.93
544,Teguise,ES,2020-04-19 23:42:25,29.06,-13.56,66.2,68,20,10.29
545,Kutum,SD,2020-04-19 23:42:25,14.2,24.67,63.57,18,97,3.29
546,Yunyang,CN,2020-04-19 23:42:25,33.45,112.71,58.62,42,100,15.66
547,Briancon,FR,2020-04-19 23:42:25,44.9,6.65,46.4,50,100,3.36
548,Nuuk,GL,2020-04-19 23:42:25,64.18,-51.72,30.2,63,73,34.45
549,Paamiut,GL,2020-04-19 23:42:26,61.99,-49.67,25.41,90,4,13.49
550,Sao Paulo De Olivenca,BR,2020-04-19 23:42:26,-3.38,-68.87,74.3,93,90,2.08
551,Tanete,ID,2020-04-19 23:42:26,-3.94,119.78,79.93,81,67,2.71
552,Calvia,ES,2020-04-19 23:42:26,39.57,2.51,64.0,93,100,4.7
553,Bonavista,CA,2020-04-19 23:42:27,48.65,-53.11,32.4,96,100,39.48
554,Beyla,GN,2020-04-19 23:39:31,8.68,-8.63,72.7,69,94,4.18
555,Newport,GB,2020-04-19 23:42:27,51.59,-3.0,48.99,76,37,1.01
556,Bairiki,KI,2020-04-19 23:38:33,1.33,172.98,84.2,83,40,5.82
557,Tual,ID,2020-04-19 23:42:27,-5.67,132.75,84.58,72,0,6.58
558,Satana,IN,2020-04-19 23:42:28,20.58,74.2,75.96,34,36,2.68
559,Kapit,MY,2020-04-19 23:42:28,2.02,112.93,77.38,88,94,0.54
560,Vardo,NO,2020-04-19 23:42:28,70.37,31.11,38.88,90,100,17.13
561,Novoukrainskoye,RU,2020-04-19 23:42:28,45.38,40.53,47.71,67,42,5.3
562,Yairipok,IN,2020-04-19 23:42:29,24.67,94.07,64.51,52,48,1.1
563,Ayan,RU,2020-04-19 23:42:07,56.45,138.17,22.55,93,100,14.2
564,Korem,ET,2020-04-19 23:42:29,12.51,39.52,57.15,38,95,2.98
565,Ibra,OM,2020-04-19 23:42:29,22.69,58.53,78.35,35,0,3.98
566,Tadine,NC,2020-04-19 23:40:12,-21.55,167.88,79.14,79,100,14.7
567,Inhambane,MZ,2020-04-19 23:41:06,-23.86,35.38,73.2,83,14,10.02
